app_version,task_id,user_id,date,date_hour,time_spent_seconds,tasks_completed_at_dropout,rating
B,Task 11,0f1be914-7fb3-48b0-99de-40113d800b6d,20260406.0,2026040612.0,224.89,11,5
B,Task 1,0f1be914-7fb3-48b0-99de-40113d800b6d,20260406.0,2026040617.0,137.58,11,5
B,Task 9,0f1be914-7fb3-48b0-99de-40113d800b6d,20260406.0,2026040618.0,5.01,11,5
B,Task 10,0f1be914-7fb3-48b0-99de-40113d800b6d,20260406.0,2026040618.0,68.47,11,5
B,Task 7,0f1be914-7fb3-48b0-99de-40113d800b6d,20260406.0,2026040619.0,21.44,11,5
B,Task 2,0f1be914-7fb3-48b0-99de-40113d800b6d,20260406.0,2026040621.0,90.75,11,5
B,Task 6,0f1be914-7fb3-48b0-99de-40113d800b6d,20260407.0,2026040719.0,255.05,11,5
B,Task 5,0f1be914-7fb3-48b0-99de-40113d800b6d,20260408.0,2026040817.0,44.29,11,5
B,Task 1,10037e18-7099-4d6c-a325-e5f58d7e25b8,20260413.0,2026041312.0,21.08,6,2
B,Task 4,10037e18-7099-4d6c-a325-e5f58d7e25b8,20260413.0,2026041315.0,82.44,6,2
B,Task 5,10037e18-7099-4d6c-a325-e5f58d7e25b8,20260413.0,2026041317.0,30.9,6,2
B,Task 3,10037e18-7099-4d6c-a325-e5f58d7e25b8,20260413.0,2026041318.0,5.01,6,2
B,Task 2,10037e18-7099-4d6c-a325-e5f58d7e25b8,20260414.0,2026041409.0,86.29,6,2
B,Task 6,10037e18-7099-4d6c-a325-e5f58d7e25b8,20260415.0,2026041512.0,60.05,6,2
B,Task 3,112af536-c112-4c07-93ef-28548e7d7224,20260406.0,2026040609.0,18.93,5,4
B,Task 5,112af536-c112-4c07-93ef-28548e7d7224,20260406.0,2026040618.0,20.73,5,4
B,Task 1,112af536-c112-4c07-93ef-28548e7d7224,20260406.0,2026040622.0,17.3,5,4
B,Task 4,112af536-c112-4c07-93ef-28548e7d7224,20260407.0,2026040717.0,115.75,5,4
B,Task 2,112af536-c112-4c07-93ef-28548e7d7224,20260408.0,2026040809.0,86.92,5,4
B,Task 6,17c25a56-4479-45d9-9fc6-0513a0516070,20260412.0,2026041209.0,5.01,6,2
B,Task 5,17c25a56-4479-45d9-9fc6-0513a0516070,20260412.0,2026041214.0,20.49,6,2
B,Task 1,17c25a56-4479-45d9-9fc6-0513a0516070,20260412.0,2026041215.0,178.97,6,2
B,Task 4,17c25a56-4479-45d9-9fc6-0513a0516070,20260412.0,2026041217.0,359.18,6,2
B,Task 3,17c25a56-4479-45d9-9fc6-0513a0516070,20260412.0,2026041219.0,25.25,6,2
B,Task 2,17c25a56-4479-45d9-9fc6-0513a0516070,20260412.0,2026041220.0,102.4,6,2
A,Task 3,18a0d11c-034b-4821-b5fc-6af07a34c83e,20260407.0,2026040710.0,5.01,7,2
A,Task 7,18a0d11c-034b-4821-b5fc-6af07a34c83e,20260407.0,2026040710.0,5.01,7,2
A,Task 2,18a0d11c-034b-4821-b5fc-6af07a34c83e,20260407.0,2026040713.0,60.81,7,2
A,Task 5,18a0d11c-034b-4821-b5fc-6af07a34c83e,20260407.0,2026040718.0,413.21,7,2
A,Task 1,18a0d11c-034b-4821-b5fc-6af07a34c83e,20260407.0,2026040719.0,211.27,7,2
A,Task 4,18a0d11c-034b-4821-b5fc-6af07a34c83e,20260407.0,2026040719.0,166.19,7,2
A,Task 6,18a0d11c-034b-4821-b5fc-6af07a34c83e,20260409.0,2026040920.0,41.95,7,2
B,Task 1,1b84ad05-0d03-4816-aaec-9978e5e3002a,20260412.0,2026041208.0,41.53,6,2
B,Task 2,1b84ad05-0d03-4816-aaec-9978e5e3002a,20260412.0,2026041209.0,91.31,6,2
B,Task 4,1b84ad05-0d03-4816-aaec-9978e5e3002a,20260412.0,2026041211.0,87.89,6,2
B,Task 6,1b84ad05-0d03-4816-aaec-9978e5e3002a,20260412.0,2026041219.0,63.45,6,2
B,Task 3,1b84ad05-0d03-4816-aaec-9978e5e3002a,20260412.0,2026041222.0,25.32,6,2
B,Task 5,1b84ad05-0d03-4816-aaec-9978e5e3002a,20260414.0,2026041414.0,22.54,6,2
B,Task 5,1edd2000-ca74-4728-8ed4-466cf163182f,20260407.0,2026040710.0,579.83,8,1
B,Task 4,1edd2000-ca74-4728-8ed4-466cf163182f,20260407.0,2026040712.0,27.22,8,1
B,Task 6,1edd2000-ca74-4728-8ed4-466cf163182f,20260407.0,2026040714.0,14.69,8,1
B,Task 3,1edd2000-ca74-4728-8ed4-466cf163182f,20260407.0,2026040717.0,21.21,8,1
B,Task 1,1edd2000-ca74-4728-8ed4-466cf163182f,20260407.0,2026040719.0,23.08,8,1
B,Task 8,1edd2000-ca74-4728-8ed4-466cf163182f,20260407.0,2026040721.0,21.72,8,1
B,Task 2,1edd2000-ca74-4728-8ed4-466cf163182f,20260408.0,2026040811.0,224.61,8,1
B,Task 7,1edd2000-ca74-4728-8ed4-466cf163182f,20260409.0,2026040916.0,65.65,8,1
A,Task 4,2292ac62-e8b6-4bbe-9c31-d77f0639471b,20260413.0,2026041308.0,167.98,5,4
A,Task 5,2292ac62-e8b6-4bbe-9c31-d77f0639471b,20260413.0,2026041308.0,5.01,5,4
A,Task 2,2292ac62-e8b6-4bbe-9c31-d77f0639471b,20260413.0,2026041315.0,21.87,5,4
A,Task 1,2292ac62-e8b6-4bbe-9c31-d77f0639471b,20260413.0,2026041322.0,36.42,5,4
A,Task 3,2292ac62-e8b6-4bbe-9c31-d77f0639471b,20260415.0,2026041509.0,23.9,5,4
A,Task 1,25ba505d-a459-45da-b6e2-cbdc2934c87e,20260413.0,2026041310.0,33.55,1,5
A,Task 1,2de8cc83-0be3-45be-978b-6f664ecc8abb,20260414.0,2026041405.0,75.86,3,2
A,Task 2,2de8cc83-0be3-45be-978b-6f664ecc8abb,20260414.0,2026041405.0,26.55,3,2
A,Task 3,2de8cc83-0be3-45be-978b-6f664ecc8abb,20260414.0,2026041405.0,18.97,3,2
A,Task 1,2dfea0df-180c-46ca-a6b4-4e7a2b0a51e7,20260411.0,2026041114.0,19.3,1,5
A,Task 1,2e1b241d-f965-49a8-961b-53fb0f71800a,20260407.0,2026040720.0,14.22,1,5
A,Task 7,312f6d2c-0fd1-49bf-9cdc-796b4fe40014,20260410.0,2026041010.0,12.81,9,2
A,Task 2,312f6d2c-0fd1-49bf-9cdc-796b4fe40014,20260410.0,2026041013.0,19.93,9,2
A,Task 3,312f6d2c-0fd1-49bf-9cdc-796b4fe40014,20260410.0,2026041013.0,22.51,9,2
A,Task 8,312f6d2c-0fd1-49bf-9cdc-796b4fe40014,20260410.0,2026041014.0,23.68,9,2
A,Task 4,312f6d2c-0fd1-49bf-9cdc-796b4fe40014,20260410.0,2026041016.0,157.46,9,2
A,Task 6,312f6d2c-0fd1-49bf-9cdc-796b4fe40014,20260410.0,2026041016.0,8.94,9,2
A,Task 1,312f6d2c-0fd1-49bf-9cdc-796b4fe40014,20260410.0,2026041022.0,112.47,9,2
A,Task 9,312f6d2c-0fd1-49bf-9cdc-796b4fe40014,20260411.0,2026041109.0,12.43,9,2
A,Task 5,312f6d2c-0fd1-49bf-9cdc-796b4fe40014,20260412.0,2026041208.0,22.4,9,2
B,Task 1,335e2924-231c-46f6-82a0-caa4482aee18,20260414.0,2026041405.0,129.8,1,1
A,Task 1,338e6904-012a-4f46-9bcc-2126747cf2b0,20260406.0,2026040617.0,17.25,9,4
A,Task 2,338e6904-012a-4f46-9bcc-2126747cf2b0,20260406.0,2026040617.0,60.95,9,4
A,Task 3,338e6904-012a-4f46-9bcc-2126747cf2b0,20260406.0,2026040617.0,5.99,9,4
A,Task 4,338e6904-012a-4f46-9bcc-2126747cf2b0,20260406.0,2026040617.0,5.9,9,4
A,Task 5,338e6904-012a-4f46-9bcc-2126747cf2b0,20260406.0,2026040617.0,5.32,9,4
A,Task 6,338e6904-012a-4f46-9bcc-2126747cf2b0,20260406.0,2026040617.0,5.57,9,4
A,Task 7,338e6904-012a-4f46-9bcc-2126747cf2b0,20260406.0,2026040617.0,5.36,9,4
A,Task 8,338e6904-012a-4f46-9bcc-2126747cf2b0,20260406.0,2026040617.0,6.09,9,4
A,Task 9,338e6904-012a-4f46-9bcc-2126747cf2b0,20260406.0,2026040617.0,6.22,9,4
B,Task 8,347643d3-9795-4990-a41f-7b7a2b850a17,20260414.0,2026041409.0,14.1,8,2
B,Task 2,347643d3-9795-4990-a41f-7b7a2b850a17,20260414.0,2026041415.0,22.51,8,2
B,Task 4,347643d3-9795-4990-a41f-7b7a2b850a17,20260414.0,2026041417.0,99.55,8,2
B,Task 5,347643d3-9795-4990-a41f-7b7a2b850a17,20260414.0,2026041417.0,32.27,8,2
B,Task 1,347643d3-9795-4990-a41f-7b7a2b850a17,20260414.0,2026041419.0,57.43,8,2
B,Task 3,347643d3-9795-4990-a41f-7b7a2b850a17,20260414.0,2026041419.0,30.58,8,2
B,Task 6,347643d3-9795-4990-a41f-7b7a2b850a17,20260414.0,2026041419.0,65.13,8,2
B,Task 7,347643d3-9795-4990-a41f-7b7a2b850a17,20260416.0,2026041609.0,5.01,8,2
B,Task 1,36b1f657-89d1-42f3-bc0e-cc7293c00d7c,20260407.0,2026040711.0,153.65,4,3
B,Task 2,36b1f657-89d1-42f3-bc0e-cc7293c00d7c,20260407.0,2026040711.0,93.1,4,3
B,Task 3,36b1f657-89d1-42f3-bc0e-cc7293c00d7c,20260407.0,2026040722.0,23.85,4,3
B,Task 4,36b1f657-89d1-42f3-bc0e-cc7293c00d7c,20260409.0,2026040918.0,225.43,4,3
A,Task 1,413184e0-d61c-4db2-9114-c3731ed7dfab,20260406.0,2026040617.0,14.83,2,4
A,Task 2,413184e0-d61c-4db2-9114-c3731ed7dfab,20260406.0,2026040617.0,20.17,2,4
A,Task 1,431d29b1-6c40-4358-91b7-aa9cbb71b247,20260411.0,2026041101.0,6.23,8,5
A,Task 2,431d29b1-6c40-4358-91b7-aa9cbb71b247,20260411.0,2026041101.0,25.99,8,5
A,Task 3,431d29b1-6c40-4358-91b7-aa9cbb71b247,20260411.0,2026041101.0,23.52,8,5
A,Task 4,431d29b1-6c40-4358-91b7-aa9cbb71b247,20260411.0,2026041101.0,68.75,8,5
A,Task 5,431d29b1-6c40-4358-91b7-aa9cbb71b247,20260411.0,2026041101.0,17.49,8,5
A,Task 6,431d29b1-6c40-4358-91b7-aa9cbb71b247,20260411.0,2026041101.0,241.74,8,5
A,Task 7,431d29b1-6c40-4358-91b7-aa9cbb71b247,20260411.0,2026041101.0,17.71,8,5
A,Task 8,431d29b1-6c40-4358-91b7-aa9cbb71b247,20260411.0,2026041101.0,19.1,8,5
A,Task 1,4843554a-58dc-4ee5-813d-e341643c1f8c,20260414.0,2026041412.0,22.62,5,4
A,Task 5,4843554a-58dc-4ee5-813d-e341643c1f8c,20260414.0,2026041413.0,138.48,5,4
A,Task 3,4843554a-58dc-4ee5-813d-e341643c1f8c,20260414.0,2026041422.0,12.6,5,4
A,Task 2,4843554a-58dc-4ee5-813d-e341643c1f8c,20260415.0,2026041509.0,53.23,5,4
A,Task 4,4843554a-58dc-4ee5-813d-e341643c1f8c,20260416.0,2026041612.0,65.32,5,4
B,Task 1,4b0ce4f8-03e6-4393-aeb9-60564236df95,20260412.0,2026041209.0,17.19,3,3
B,Task 2,4b0ce4f8-03e6-4393-aeb9-60564236df95,20260412.0,2026041219.0,21.98,3,3
B,Task 3,4b0ce4f8-03e6-4393-aeb9-60564236df95,20260413.0,2026041314.0,9.2,3,3
A,Task 1,4c78e336-e15f-4a49-8ce9-a0fed6d221aa,20260407.0,2026040720.0,7.45,1,5
B,Task 1,4e490dcb-b86d-4d3d-8196-7b211b40a1f7,20260414.0,2026041408.0,66.02,11,2
B,Task 8,4e490dcb-b86d-4d3d-8196-7b211b40a1f7,20260414.0,2026041408.0,23.21,11,2
B,Task 9,4e490dcb-b86d-4d3d-8196-7b211b40a1f7,20260414.0,2026041408.0,15.9,11,2
B,Task 7,4e490dcb-b86d-4d3d-8196-7b211b40a1f7,20260414.0,2026041410.0,70.01,11,2
B,Task 10,4e490dcb-b86d-4d3d-8196-7b211b40a1f7,20260414.0,2026041412.0,16.91,11,2
B,Task 3,4e490dcb-b86d-4d3d-8196-7b211b40a1f7,20260414.0,2026041413.0,34.05,11,2
B,Task 4,4e490dcb-b86d-4d3d-8196-7b211b40a1f7,20260414.0,2026041414.0,26.76,11,2
B,Task 6,4e490dcb-b86d-4d3d-8196-7b211b40a1f7,20260414.0,2026041417.0,14.43,11,2
B,Task 5,4e490dcb-b86d-4d3d-8196-7b211b40a1f7,20260414.0,2026041419.0,183.07,11,2
B,Task 2,4e490dcb-b86d-4d3d-8196-7b211b40a1f7,20260414.0,2026041420.0,304.02,11,2
B,Task 11,4e490dcb-b86d-4d3d-8196-7b211b40a1f7,20260416.0,2026041621.0,54.01,11,2
A,Task 4,527071cd-f4de-4bfd-b66e-acab5e0b0891,20260413.0,2026041308.0,101.93,11,5
A,Task 7,527071cd-f4de-4bfd-b66e-acab5e0b0891,20260413.0,2026041310.0,14.97,11,5
A,Task 8,527071cd-f4de-4bfd-b66e-acab5e0b0891,20260413.0,2026041310.0,15.02,11,5
A,Task 9,527071cd-f4de-4bfd-b66e-acab5e0b0891,20260413.0,2026041311.0,13.2,11,5
A,Task 6,527071cd-f4de-4bfd-b66e-acab5e0b0891,20260413.0,2026041313.0,194.66,11,5
A,Task 2,527071cd-f4de-4bfd-b66e-acab5e0b0891,20260413.0,2026041317.0,71.38,11,5
A,Task 5,527071cd-f4de-4bfd-b66e-acab5e0b0891,20260413.0,2026041318.0,5.01,11,5
A,Task 1,527071cd-f4de-4bfd-b66e-acab5e0b0891,20260413.0,2026041320.0,18.07,11,5
A,Task 11,527071cd-f4de-4bfd-b66e-acab5e0b0891,20260413.0,2026041320.0,32.68,11,5
A,Task 3,527071cd-f4de-4bfd-b66e-acab5e0b0891,20260414.0,2026041419.0,21.07,11,5
A,Task 10,527071cd-f4de-4bfd-b66e-acab5e0b0891,20260415.0,2026041514.0,16.64,11,5
B,Task 1,53eb6969-97b6-4d52-9f0d-3da960c30402,20260410.0,2026041011.0,176.03,1,4
B,Task 3,54a4b9c1-8dd8-4c5d-ab16-d1a0fd9782f1,20260414.0,2026041417.0,22.23,5,2
B,Task 4,54a4b9c1-8dd8-4c5d-ab16-d1a0fd9782f1,20260414.0,2026041417.0,129.97,5,2
B,Task 1,54a4b9c1-8dd8-4c5d-ab16-d1a0fd9782f1,20260414.0,2026041419.0,21.04,5,2
B,Task 5,54a4b9c1-8dd8-4c5d-ab16-d1a0fd9782f1,20260414.0,2026041420.0,22.6,5,2
B,Task 2,54a4b9c1-8dd8-4c5d-ab16-d1a0fd9782f1,20260416.0,2026041614.0,29.37,5,2
A,Task 1,5768fd9d-02f4-4527-9a97-90c4b670dc5c,20260414.0,2026041402.0,459.85,1,5
B,Task 5,5b1948a0-c269-455a-a539-cb0d1ff75e8f,20260412.0,2026041208.0,23.33,6,3
B,Task 4,5b1948a0-c269-455a-a539-cb0d1ff75e8f,20260412.0,2026041209.0,211.41,6,3
B,Task 1,5b1948a0-c269-455a-a539-cb0d1ff75e8f,20260412.0,2026041212.0,18.78,6,3
B,Task 3,5b1948a0-c269-455a-a539-cb0d1ff75e8f,20260412.0,2026041216.0,19.86,6,3
B,Task 2,5b1948a0-c269-455a-a539-cb0d1ff75e8f,20260413.0,2026041315.0,364.36,6,3
B,Task 6,5b1948a0-c269-455a-a539-cb0d1ff75e8f,20260414.0,2026041421.0,5.01,6,3
A,Task 3,61685f87-8eca-4bbe-9bb4-65f3497fb83b,20260414.0,2026041408.0,11.91,5,4
A,Task 1,61685f87-8eca-4bbe-9bb4-65f3497fb83b,20260414.0,2026041415.0,37.56,5,4
A,Task 2,61685f87-8eca-4bbe-9bb4-65f3497fb83b,20260414.0,2026041415.0,243.16,5,4
A,Task 5,61685f87-8eca-4bbe-9bb4-65f3497fb83b,20260415.0,2026041511.0,436.38,5,4
A,Task 4,61685f87-8eca-4bbe-9bb4-65f3497fb83b,20260416.0,2026041608.0,308.48,5,4
B,Task 1,61c551da-ce4d-45d4-813d-ab79a4362260,20260414.0,2026041403.0,45.24,1,1
B,Task 11,67560e2f-6430-43d8-b5f4-3e6446bb6f4c,20260414.0,2026041408.0,51.85,11,4
B,Task 8,67560e2f-6430-43d8-b5f4-3e6446bb6f4c,20260414.0,2026041410.0,12.47,11,4
B,Task 3,67560e2f-6430-43d8-b5f4-3e6446bb6f4c,20260414.0,2026041411.0,22.48,11,4
B,Task 9,67560e2f-6430-43d8-b5f4-3e6446bb6f4c,20260414.0,2026041412.0,78.34,11,4
B,Task 1,67560e2f-6430-43d8-b5f4-3e6446bb6f4c,20260414.0,2026041413.0,280.68,11,4
B,Task 10,67560e2f-6430-43d8-b5f4-3e6446bb6f4c,20260414.0,2026041416.0,21.45,11,4
B,Task 7,67560e2f-6430-43d8-b5f4-3e6446bb6f4c,20260414.0,2026041417.0,5.01,11,4
B,Task 2,67560e2f-6430-43d8-b5f4-3e6446bb6f4c,20260414.0,2026041418.0,295.18,11,4
B,Task 6,67560e2f-6430-43d8-b5f4-3e6446bb6f4c,20260414.0,2026041420.0,15.8,11,4
B,Task 4,67560e2f-6430-43d8-b5f4-3e6446bb6f4c,20260414.0,2026041422.0,94.18,11,4
B,Task 5,67560e2f-6430-43d8-b5f4-3e6446bb6f4c,20260415.0,2026041514.0,45.73,11,4
B,Task 4,6c3a7402-266c-42a2-b39d-aaddd0dc3427,20260412.0,2026041208.0,21.16,5,1
B,Task 2,6c3a7402-266c-42a2-b39d-aaddd0dc3427,20260412.0,2026041213.0,102.58,5,1
B,Task 1,6c3a7402-266c-42a2-b39d-aaddd0dc3427,20260412.0,2026041214.0,135.59,5,1
B,Task 5,6c3a7402-266c-42a2-b39d-aaddd0dc3427,20260413.0,2026041313.0,14.47,5,1
B,Task 3,6c3a7402-266c-42a2-b39d-aaddd0dc3427,20260414.0,2026041421.0,32.01,5,1
A,Task 7,6e39b059-1521-479a-9cc7-0f1252eee297,20260414.0,2026041408.0,5.01,7,4
A,Task 2,6e39b059-1521-479a-9cc7-0f1252eee297,20260414.0,2026041411.0,33.88,7,4
A,Task 1,6e39b059-1521-479a-9cc7-0f1252eee297,20260414.0,2026041413.0,328.63,7,4
A,Task 4,6e39b059-1521-479a-9cc7-0f1252eee297,20260414.0,2026041414.0,5.01,7,4
A,Task 6,6e39b059-1521-479a-9cc7-0f1252eee297,20260414.0,2026041417.0,43.8,7,4
A,Task 5,6e39b059-1521-479a-9cc7-0f1252eee297,20260414.0,2026041419.0,134.63,7,4
A,Task 3,6e39b059-1521-479a-9cc7-0f1252eee297,20260416.0,2026041620.0,19.48,7,4
A,Task 1,75991c80-2263-40cc-9088-08a9b6cbf061,20260411.0,2026041100.0,255.88,11,4
A,Task 2,75991c80-2263-40cc-9088-08a9b6cbf061,20260411.0,2026041100.0,327.5,11,4
A,Task 3,75991c80-2263-40cc-9088-08a9b6cbf061,20260411.0,2026041100.0,14.85,11,4
A,Task 4,75991c80-2263-40cc-9088-08a9b6cbf061,20260411.0,2026041100.0,119.16,11,4
A,Task 5,75991c80-2263-40cc-9088-08a9b6cbf061,20260411.0,2026041100.0,30.4,11,4
A,Task 6,75991c80-2263-40cc-9088-08a9b6cbf061,20260411.0,2026041100.0,12.5,11,4
A,Task 7,75991c80-2263-40cc-9088-08a9b6cbf061,20260411.0,2026041100.0,20.89,11,4
A,Task 8,75991c80-2263-40cc-9088-08a9b6cbf061,20260411.0,2026041100.0,10.88,11,4
A,Task 9,75991c80-2263-40cc-9088-08a9b6cbf061,20260411.0,2026041100.0,15.84,11,4
A,Task 10,75991c80-2263-40cc-9088-08a9b6cbf061,20260411.0,2026041100.0,17.29,11,4
A,Task 11,75991c80-2263-40cc-9088-08a9b6cbf061,20260411.0,2026041100.0,48.2,11,4
B,Task 1,76d01c3a-1190-489a-9b83-4fe9a9aefd4d,20260413.0,2026041318.0,49.71,1,3
A,Task 1,7ebfead5-9aaa-4300-a7d0-4dba76d2732c,20260414.0,2026041415.0,5.25,3,4
A,Task 2,7ebfead5-9aaa-4300-a7d0-4dba76d2732c,20260414.0,2026041418.0,18.47,3,4
A,Task 3,7ebfead5-9aaa-4300-a7d0-4dba76d2732c,20260416.0,2026041608.0,5.01,3,4
A,Task 1,8b005b38-f501-4aaa-ae7a-297a9116d41f,20260413.0,2026041311.0,233.4,11,4
A,Task 2,8b005b38-f501-4aaa-ae7a-297a9116d41f,20260413.0,2026041311.0,24.25,11,4
A,Task 3,8b005b38-f501-4aaa-ae7a-297a9116d41f,20260413.0,2026041311.0,23.82,11,4
A,Task 4,8b005b38-f501-4aaa-ae7a-297a9116d41f,20260413.0,2026041311.0,25.86,11,4
A,Task 5,8b005b38-f501-4aaa-ae7a-297a9116d41f,20260413.0,2026041311.0,41.57,11,4
A,Task 6,8b005b38-f501-4aaa-ae7a-297a9116d41f,20260413.0,2026041311.0,54.37,11,4
A,Task 7,8b005b38-f501-4aaa-ae7a-297a9116d41f,20260413.0,2026041311.0,18.75,11,4
A,Task 8,8b005b38-f501-4aaa-ae7a-297a9116d41f,20260413.0,2026041311.0,13.85,11,4
A,Task 9,8b005b38-f501-4aaa-ae7a-297a9116d41f,20260413.0,2026041311.0,63.96,11,4
A,Task 10,8b005b38-f501-4aaa-ae7a-297a9116d41f,20260413.0,2026041311.0,20.44,11,4
A,Task 11,8b005b38-f501-4aaa-ae7a-297a9116d41f,20260413.0,2026041312.0,46.04,11,4
A,Task 1,8cb9f2f3-2668-4cbb-bff4-0061926c2e15,20260414.0,2026041411.0,123.9,5,4
A,Task 2,8cb9f2f3-2668-4cbb-bff4-0061926c2e15,20260414.0,2026041412.0,93.97,5,4
A,Task 3,8cb9f2f3-2668-4cbb-bff4-0061926c2e15,20260414.0,2026041412.0,17.3,5,4
A,Task 4,8cb9f2f3-2668-4cbb-bff4-0061926c2e15,20260414.0,2026041412.0,116.4,5,4
A,Task 5,8cb9f2f3-2668-4cbb-bff4-0061926c2e15,20260414.0,2026041412.0,25.94,5,4
B,Task 2,908baec7-b221-4b1e-824e-c3004e8e5b5f,20260414.0,2026041409.0,236.51,7,3
B,Task 4,908baec7-b221-4b1e-824e-c3004e8e5b5f,20260414.0,2026041409.0,26.93,7,3
B,Task 6,908baec7-b221-4b1e-824e-c3004e8e5b5f,20260414.0,2026041412.0,267.23,7,3
B,Task 1,908baec7-b221-4b1e-824e-c3004e8e5b5f,20260414.0,2026041420.0,22.22,7,3
B,Task 5,908baec7-b221-4b1e-824e-c3004e8e5b5f,20260414.0,2026041421.0,5.01,7,3
B,Task 7,908baec7-b221-4b1e-824e-c3004e8e5b5f,20260414.0,2026041421.0,63.19,7,3
B,Task 3,908baec7-b221-4b1e-824e-c3004e8e5b5f,20260415.0,2026041521.0,17.39,7,3
A,Task 5,91403172-179f-4099-b087-329f900f2ddb,20260407.0,2026040712.0,10.69,6,5
A,Task 1,91403172-179f-4099-b087-329f900f2ddb,20260407.0,2026040716.0,14.29,6,5
A,Task 3,91403172-179f-4099-b087-329f900f2ddb,20260407.0,2026040716.0,14.3,6,5
A,Task 2,91403172-179f-4099-b087-329f900f2ddb,20260407.0,2026040717.0,152.57,6,5
A,Task 4,91403172-179f-4099-b087-329f900f2ddb,20260408.0,2026040820.0,94.15,6,5
A,Task 6,91403172-179f-4099-b087-329f900f2ddb,20260409.0,2026040915.0,5.01,6,5
A,Task 3,92495f81-0daa-4f5c-afa9-5e951c85e1a6,20260410.0,2026041008.0,11.18,3,5
A,Task 1,92495f81-0daa-4f5c-afa9-5e951c85e1a6,20260410.0,2026041014.0,12.34,3,5
A,Task 2,92495f81-0daa-4f5c-afa9-5e951c85e1a6,20260410.0,2026041015.0,251.49,3,5
B,Task 4,9250495e-d8a5-4032-a3fd-6aa8600399dc,20260414.0,2026041410.0,186.84,8,4
B,Task 8,9250495e-d8a5-4032-a3fd-6aa8600399dc,20260414.0,2026041410.0,17.39,8,4
B,Task 2,9250495e-d8a5-4032-a3fd-6aa8600399dc,20260414.0,2026041412.0,72.35,8,4
B,Task 1,9250495e-d8a5-4032-a3fd-6aa8600399dc,20260414.0,2026041413.0,46.52,8,4
B,Task 5,9250495e-d8a5-4032-a3fd-6aa8600399dc,20260414.0,2026041414.0,564.63,8,4
B,Task 6,9250495e-d8a5-4032-a3fd-6aa8600399dc,20260414.0,2026041418.0,61.51,8,4
B,Task 7,9250495e-d8a5-4032-a3fd-6aa8600399dc,20260415.0,2026041518.0,67.42,8,4
B,Task 3,9250495e-d8a5-4032-a3fd-6aa8600399dc,20260416.0,2026041608.0,34.69,8,4
A,Task 1,92f6abca-4901-46e2-8da6-7989cf2bb09b,20260411.0,2026041101.0,247.25,8,5
